Fuente:SENAMHI / DRD;;;;
* Datos sin control de calidad.;;;;
* El uso de estos datos será de entera responsabilidad del usuario.;;;;
;;;;
Leyenda:* S/D = Sin Datos.;;;;
* T = Trazas (Precipitación < 0.1 mm/día).;;;;
;;;;
,Estación:PORCULLA;;;;
,Departamento:PIURA,Provincia:HUANCABAMBA,Distrito:HUARMACA;;;;
,Latitud:5Â°50'22.7'',Longitud:79Â°30'20.6'',Altitud:2142,msnm.;;;;
,Tipo:PLU,-Meteorológica,Código:100105;;;;
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día);;;;
MAX,MIN,TOTAL;;;;
;MAX;MIN ;HUMEDAD;PRECIPITACIÓN
1/03/2019;0;0;0;0.0
2/03/2019;0;0;0;0.0
3/03/2019;0;0;0;0.0
4/03/2019;0;0;0;8.6
5/03/2019;0;0;0;2.5
6/03/2019;0;0;0;1.9
7/03/2019;0;0;0;2.0
8/03/2019;0;0;0;9.5
9/03/2019;0;0;0;4.5
10/03/2019;0;0;0;4.3
11/03/2019;0;0;0;0.0
12/03/2019;0;0;0;7.5
13/03/2019;0;0;0;1.5
14/03/2019;0;0;0;1.5
15/03/2019;0;0;0;2.6
16/03/2019;0;0;0;1.5
17/03/2019;0;0;0;2.0
18/03/2019;0;0;0;2.9
19/03/2019;0;0;0;11.5
20/03/2019;0;0;0;0.1
21/03/2019;0;0;0;16.5
22/03/2019;0;0;0;0.0
23/03/2019;0;0;0;0.0
24/03/2019;0;0;0;0.0
25/03/2019;0;0;0;0.3
26/03/2019;0;0;0;0.5
27/03/2019;0;0;0;0.7
28/03/2019;0;0;0;15.7
29/03/2019;0;0;0;0.0
30/03/2019;0;0;0;0.5
31/03/2019;0;0;0;0.1
